"week_year","week_no","Zon_name","reg_name","d_name","org_name","hf_name","hft","hfc","ili_lt_5","ili_gt_5","sari_lt_5","sari_gt_5","awd_lt_5","awd_gt_5","bd_lt_5","bd_gt_5","oad_lt_5","oad_gt_5","diph","wc","meas","nnt","afp","ajs","vhf","mal_lt_5","mal_gt_5","men","unDis_name","unDis_num","unDis_name","unDis_num","oc",
"2013","1","Central","Benadir","Abdiaziz","MOH","Abdiaziz MCH","MCH","111101","0","0","14","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","none","0","0",
